book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code
2008,"World After (Penryn & the End of Days, #2)",Susan Ee,4.22,33994,2013.0,eng
2009,"Brother Odd (Odd Thomas, #3)",Dean Koontz,3.98,48400,2006.0,eng
2010,Black Like Me,John Howard Griffin,4.12,47324,1960.0,en-US
2011,Snuff,Chuck Palahniuk,3.18,43496,2008.0,en-US
2012,"Jack & Jill (Alex Cross, #3)",James Patterson,3.95,51119,1996.0,eng
2013,Saturday,Ian McEwan,3.61,45567,2005.0,en-US
2014,"When the Bough Breaks (Alex Delaware, #1)",Jonathan Kellerman,4.02,48860,1985.0,eng
2015,The Bridges of Madison County,Robert James Waller,3.51,56428,1992.0,eng
2016,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,4.17,51570,2009.0,eng
2017,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott,4.11,58278,2009.0,eng
2018,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,4.26,42306,2012.0,en-US
2019,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,3.83,59536,2008.0,eng
2020,How to Cook Everything: Simple Recipes for Great Food,Mark Bittman,4.02,52708,1998.0,en-US
2021,"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer,3.78,42361,2007.0,eng
2022,Concerning the Spiritual in Art,Wassily Kandinsky,3.81,56444,1912.0,eng
2023,"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.06,45660,1986.0,eng
2024,The Fall,"Albert Camus, Justin O'Brien",4.05,43269,1956.0,eng
2025,Even Cowgirls Get the Blues,Tom Robbins,3.74,40840,1976.0,eng
2026,The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun",3.9,50322,1868.0,eng
2027,If on a Winter's Night a Traveler,"Italo Calvino, William Weaver",4.08,42037,1979.0,eng
2028,"Son of a Witch (The Wicked Years, #2)","Gregory Maguire, Douglas Smith",3.45,48982,2004.0,eng
2029,On Chesil Beach,Ian McEwan,3.54,43698,2007.0,eng
2030,"M is for Malice (Kinsey Millhone, #13)",Sue Grafton,4.07,52843,1996.0,en-GB
2031,"Point of Origin (Kay Scarpetta, #9)",Patricia Cornwell,4.02,48683,1998.0,en-GB
2032,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,3.72,53317,1985.0,eng
2033,عزازيل,يوسف زيدان,4.07,37404,2008.0,ara
2034,"Bloodsucking Fiends (A Love Story, #1)",Christopher Moore,3.93,48520,1995.0,eng
2035,Squirrel Seeks Chipmunk: A Modest Bestiary,"David Sedaris, Ian Falconer",3.34,48061,2010.0,eng
2036,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.17,46635,2010.0,eng
2037,Commonwealth,Ann Patchett,3.84,56656,2016.0,eng
2038,"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,3.95,58724,2009.0,en-US
2039,Blueberries for Sal,Robert McCloskey,4.18,58571,1948.0,eng
2040,"Losing Hope (Hopeless, #2)",Colleen Hoover,4.39,71841,2013.0,eng
2041,Lisey's Story,Stephen King,3.65,50721,2006.0,eng
2042,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,3.68,37150,2012.0,en-US
2043,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,4.36,54413,1993.0,eng
2044,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.76,48711,2007.0,en-US
2045,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.81,45608,1981.0,eng
2046,The One & Only,Emily Giffin,3.11,36795,2014.0,eng
2047,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,3.98,52572,1982.0,en-US
2048,Six Years,Harlan Coben,3.8,36523,2013.0,eng
2050,"Night World, No. 2 (Night World, #4-6)",L.J. Smith,4.2,53023,2008.0,en-CA
2051,Geek Love,Katherine Dunn,3.98,41176,1989.0,eng
2052,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)","Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",3.96,42175,-401.0,en-US
2053,All the King's Men,Robert Penn Warren,4.08,42821,1946.0,eng
2054,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,3.82,56485,2005.0,eng
2055,The Woods,Harlan Coben,4.04,46234,2007.0,eng
2056,"New Spring (Wheel of Time, #0)",Robert Jordan,4.01,52823,2004.0,eng
2057,The Litigators,John Grisham,3.77,38391,2011.0,eng
2058,My Grandmother Asked Me to Tell You She's Sorry,"Fredrik Backman, Henning Koch",4.02,49291,2013.0,eng
2059,"American Assassin (Mitch Rapp, #1)",Vince Flynn,4.24,44196,2010.0,eng
2061,Burial Rites,Hannah Kent,4.01,41209,2013.0,eng
2062,Fingersmith,Sarah Waters,4.02,41761,2002.0,eng
2063,A Year in Provence,Peter Mayle,3.94,47139,1989.0,eng
2064,The Miraculous Journey of Edward Tulane,"Kate DiCamillo, Bagram Ibatoulline",4.34,53245,2000.0,eng
2065,The Last Letter from Your Lover,Jojo Moyes,3.94,41138,2008.0,eng
2066,"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,4.04,46847,1981.0,eng
2067,The House Girl,Tara Conklin,3.75,41671,2013.0,eng
2069,"Queen of Babble (Queen of Babble, #1)",Meg Cabot,3.71,54248,2006.0,eng
2070,"The Third Wheel (Diary of a Wimpy Kid, #7)",Jeff Kinney,4.21,44607,2012.0,en-US
2071,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,4.08,55139,2012.0,eng
2072,"Burned (Burned, #1)",Ellen Hopkins,4.24,48333,2006.0,en-US
2073,Master of the Game,Sidney Sheldon,4.09,40111,1982.0,eng
2074,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.04,51115,1994.0,eng
2075,"The Boy Next Door (Boy, #1)",Meg Cabot,3.83,50953,2002.0,eng
2076,The Epic of Gilgamesh,"Anonymous, N.K. Sandars",3.63,44345,-1750.0,eng
2077,"The Luxe (Luxe, #1)",Anna Godbersen,3.63,58717,2007.0,en-US
2079,"American Pastoral (The American Trilogy, #1)",Philip Roth,3.91,38017,1997.0,eng
2080,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.9,67046,2015.0,eng
2081,"Skin Game (The Dresden Files, #15)",Jim Butcher,4.55,41512,2014.0,eng
2082,The Qur'an / القرآن الكريم,Anonymous,4.34,31765,609.0,ara
2083,The Darkest Night (Lords of the Underworld #1),Gena Showalter,4.09,63240,2008.0,eng
2084,Anathem,Neal Stephenson,4.18,44848,2008.0,eng
2085,The Lacuna,Barbara Kingsolver,3.76,45671,2009.0,eng
2086,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,4.22,50364,1996.0,eng
2087,Open House,Elizabeth Berg,3.68,48639,2000.0,eng
2088,The Silver Star,Jeannette Walls,3.68,43487,2013.0,eng
2089,The Hotel New Hampshire,John Irving,3.89,46220,1981.0,eng
2090,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton,4.11,62189,1994.0,en-US
2091,"Key of Light (Key Trilogy, #1)",Nora Roberts,4.16,48805,2003.0,eng
2092,Identical,Ellen Hopkins,4.34,47804,2008.0,eng
2093,The Stand: Soul Survivors,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",4.52,40626,2010.0,en-GB
2094,"Smokin' Seventeen (Stephanie Plum, #17)","Janet Evanovich, Lorelei King",3.94,41932,2011.0,eng
2095,The Sneetches and Other Stories,Dr. Seuss,4.31,52954,1961.0,en-US
2096,"Polar Bear, Polar Bear, What Do You Hear?","Bill Martin Jr., Eric Carle",4.16,44414,1982.0,eng
2097,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.1,37459,1919.0,ger
2098,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,3.94,40353,1965.0,eng
2099,"Skip Beat!, Vol. 01","Yoshiki Nakamura, Tomo Kimura",4.26,46708,2002.0,eng
2100,Batman: The Dark Knight Returns #1,Frank Miller,4.21,32228,1986.0,eng
2101,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)","J.K. Rowling, Mary GrandPré",4.66,43929,1999.0,eng
2102,The Windup Girl,Paolo Bacigalupi,3.74,41728,2009.0,eng
2103,The Importance of Being Earnest and Other Plays,"Oscar Wilde, Richard Allen Cave",4.26,41002,1954.0,eng
2104,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,4.1,70995,2014.0,eng
2105,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,4.07,69410,2007.0,eng
2106,"This Man Confessed (This Man, #3)",Jodi Ellen Malpas,4.43,62297,2013.0,eng
2108,The Letters of Vincent van Gogh,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",3.99,48040,1914.0,en-GB
2109,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,3.87,50746,1988.0,en-US
2111,Batman: Arkham Asylum - A Serious House on Serious Earth,"Grant Morrison, Dave McKean",4.09,45345,1989.0,eng
2112,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.17,62907,2015.0,eng
2113,"Memory Man (Amos Decker, #1)",David Baldacci,4.05,36871,2015.0,eng
2114,Mudbound,Hillary Jordan,3.99,43455,2008.0,eng
2115,Black Hawk Down,Mark Bowden,4.28,40442,1999.0,en-US
2116,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab",4.07,61419,2015.0,eng
2117,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.86,45937,2009.0,eng
2118,"Firefight (The Reckoners, #2)",Brandon Sanderson,4.29,41924,2015.0,eng
2119,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,3.96,48537,2001.0,eng
2120,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,4.12,46878,2010.0,eng
2121,"61 Hours (Jack Reacher, #14)",Lee Child,4.08,43605,2010.0,en-US
2122,Cut,Patricia McCormick,3.76,48239,2000.0,en-US
2123,George's Marvellous Medicine,"Roald Dahl, Quentin Blake",4.02,49863,1981.0,eng
2124,A Thousand Acres,Jane Smiley,3.79,47389,1991.0,eng
2125,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,4.0,56593,1964.0,en-US
2126,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,4.11,66901,2008.0,en-US
2127,Olivia,Ian Falconer,4.13,51185,2000.0,en-US
2128,"Plainsong (Plainsong, #1)",Kent Haruf,4.0,45331,1999.0,en-US
2129,Ghost World,Daniel Clowes,3.87,49105,1998.0,eng
2130,"Torn (Trylle, #2)",Amanda Hocking,4.04,29554,2010.0,en-US
2131,Fathers and Sons,"Ivan Turgenev, George Reavy, Jane Costlow",3.94,41870,1862.0,eng
2132,The Goal: A Process of Ongoing Improvement,"Eliyahu M. Goldratt, Jeff Cox",4.0,34837,1984.0,en-US
2133,Caleb's Crossing,Geraldine Brooks,3.81,47525,2011.0,eng
2134,"Evernight (Evernight, #1)",Claudia Gray,3.64,63486,2008.0,en-US
2135,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.17,42539,2007.0,en-US
2136,The Jane Austen Book Club,Karen Joy Fowler,3.07,53128,2004.0,en-US
2137,The Children Act,Ian McEwan,3.68,33100,2014.0,eng
2138,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich,3.93,55685,2009.0,eng
2139,Elon Musk: Inventing the Future,Ashlee Vance,4.25,55606,2015.0,eng
2140,"Caliban's War (The Expanse, #2)",James S.A. Corey,4.28,39138,2012.0,eng
2141,"Barely Breathing (Breathing, #2)",Rebecca Donovan,4.33,53483,2012.0,eng
2142,The Iliad/The Odyssey,"Homer, Robert Fagles, Bernard Knox",4.03,47825,-762.0,eng
2143,Kingdom Come,"Mark Waid, Alex Ross, Elliot S. Maggin",4.24,43036,1996.0,eng
2145,Tipping the Velvet,Sarah Waters,4.0,36560,1998.0,eng
2146,"The Wishing Spell (The Land of Stories, #1)","Chris Colfer, Brandon Dorman",4.21,51752,2012.0,eng
2147,The 19th Wife,David Ebershoff,3.63,44921,2008.0,en-US
2148,Monster,Walter Dean Myers,3.7,47533,1999.0,eng
2149,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",George R.R. Martin,4.63,28654,2011.0,en-US
2150,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell,4.0,50113,1991.0,en-US
2151,Saga #1,"Brian K. Vaughan, Fiona Staples",4.15,38729,2012.0,eng
2152,"Perfect (Pretty Little Liars, #3)",Sara Shepard,4.02,50922,2007.0,eng
2153,"The Secret of Ella and Micha (The Secret, #1)",Jessica Sorensen,4.01,59890,2012.0,eng
2154,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,4.12,51086,2011.0,eng
2155,From a Buick 8,Stephen King,3.42,47320,2002.0,en-US
2156,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,3.84,46121,1993.0,en-US
2157,The Yellow Wall-Paper,"Charlotte Perkins Gilman, Elaine Hedges",4.11,44677,1892.0,eng
2159,"Sea Swept (Chesapeake Bay Saga, #1)",Nora Roberts,4.24,48078,1998.0,en-US
2160,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,4.45,42445,2012.0,eng
2161,Since You've Been Gone,Morgan Matson,4.19,59705,2014.0,eng
2162,An Object of Beauty,Steve Martin,3.58,42488,2010.0,en-US
2164,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,4.22,48446,2005.0,eng
2166,"Zero to One: Notes on Startups, or How to Build the Future","Peter Thiel, Blake  Masters",4.17,47807,2014.0,eng
2167,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.58,63322,2016.0,eng
2169,The Grownup,Gillian Flynn,3.54,42536,2014.0,eng
2170,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.05,46486,1998.0,eng
2171,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,3.66,35936,2013.0,eng
2172,Welcome to the Monkey House,Kurt Vonnegut Jr.,4.13,40071,1968.0,eng
2174,Truman,David McCullough,4.15,53088,1992.0,en-US
2175,Alexander Hamilton,Ron Chernow,4.26,46198,2004.0,eng
2177,Dead Souls,"Nikolai Gogol, Robert A. Maguire",3.98,40699,1842.0,eng
2178,"The Deal (Off-Campus, #1)",Elle Kennedy,4.3,75699,2015.0,eng
2179,"The Crown (The Selection, #5)",Kiera Cass,3.8,64158,2016.0,eng
2180,"Zero Day (John Puller, #1)",David Baldacci,3.99,38649,2011.0,en-US
2181,Tikki Tikki Tembo,"Arlene Mosel, Blair Lent",4.21,52536,1968.0,en-CA
2182,"Night World, No. 1 (Night World, #1-3)",L.J. Smith,4.04,54940,2008.0,en-US
2183,"Love Unscripted (Love, #1)",Tina Reber,4.04,59261,2010.0,en-US
2184,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,3.98,46820,1999.0,eng
2186,The Six Wives of Henry VIII,Alison Weir,4.1,47913,1980.0,en-US
2187,We,"Yevgeny Zamyatin, Clarence Brown",3.95,40020,1924.0,eng
2188,Pigs in Heaven,Barbara Kingsolver,3.97,43374,1993.0,eng
2189,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,4.09,40107,2006.0,en-GB
2190,"Cry, the Beloved Country",Alan Paton,3.87,47389,1948.0,eng
2192,Confessions of an Ugly Stepsister,Gregory Maguire,3.51,50526,1999.0,en-US
2194,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,4.47,84711,2016.0,eng
2195,"Inkdeath (Inkworld, #3)",Cornelia Funke,3.93,53591,2007.0,eng
2196,Foundation's Edge (Foundation #4),Isaac Asimov,4.08,47641,1982.0,eng
2197,Jude the Obscure,Thomas Hardy,3.8,44873,1895.0,en-US
2198,"Queen of Sorcery (The Belgariad, #2)",David Eddings,4.13,49355,1982.0,en-US
2199,The Lottery and Other Stories,Shirley Jackson,4.06,48608,1949.0,en-US
2200,"Into the Gauntlet (The 39 Clues, #10)",Margaret Peterson Haddix,3.99,48461,2010.0,eng
2201,"Wings (Wings, #1)",Aprilynne Pike,3.75,62566,2009.0,en-US
2202,"Gossip Girl (Gossip Girl, #1)",Cecily von Ziegesar,3.51,49670,2002.0,eng
2203,The Odessa File,Frederick Forsyth,4.1,42529,1972.0,en-US
2204,The Burgess Boys,Elizabeth Strout,3.54,39445,2013.0,eng
2205,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.41,52846,2011.0,eng
2206,Lies That Chelsea Handler Told Me,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",3.74,37936,2011.0,eng
2207,"Broken Harbour (Dublin Murder Squad, #4)",Tana French,3.92,36704,2012.0,eng
2208,"Down to You (The Bad Boys, #1)",M. Leighton,4.05,59221,2013.0,eng
2209,The Complete Works,William Shakespeare,4.49,39503,1623.0,eng
2210,The Dispossessed,Ursula K. Le Guin,4.18,46660,1974.0,eng
2211,"Faceless Killers (Kurt Wallander, #1)","Henning Mankell, Steven T. Murray",3.78,43861,1991.0,eng
2212,The Confession,John Grisham,3.81,41389,2010.0,eng
2213,Lightning,Dean Koontz,4.06,44424,1988.0,eng
2214,"Cat and Mouse (Alex Cross, #4)","James Patterson, Keith David, Anthony Heald",3.96,45217,1997.0,en-GB
2215,"Superfudge (Fudge, #3)",Judy Blume,3.98,50917,1980.0,eng
2216,The Couple Next Door,Shari Lapena,3.74,63237,2016.0,eng
2217,"Hallowed (Unearthly, #2)",Cynthia Hand,4.15,58860,2012.0,eng
2218,Ancillary Justice (Imperial Radch #1),Ann Leckie,3.97,38747,2013.0,eng
2219,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,3.67,43424,2001.0,en-GB
2220,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",3.98,39618,1994.0,eng
2222,Fireproof,Eric Wilson,4.47,37258,2008.0,en-US
2224,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,4.12,58023,1996.0,eng
2225,"John Dies at the End (John Dies at the End, #1)",David Wong,3.92,35387,2007.0,eng
2226,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",4.27,40583,1995.0,eng
2227,Stolen: A Letter to My Captor,Lucy Christopher,3.93,52435,2009.0,eng
2228,Solaris,Stanisław Lem,3.97,41249,1961.0,eng
2229,Prozac Nation,Elizabeth Wurtzel,3.57,44408,1994.0,en-US
2230,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,4.13,49138,1965.0,eng
2232,The First Phone Call from Heaven,Mitch Albom,3.73,38957,2013.0,eng
2233,Possible Side Effects,Augusten Burroughs,3.97,38243,2006.0,en-US
2234,Still Life with Bread Crumbs,Anna Quindlen,3.63,35682,2014.0,eng
2235,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,3.97,49513,1936.0,eng
2236,Holy Bible: New International Version,Anonymous,4.61,40430,1909.0,eng
2237,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,4.35,57866,2012.0,eng
2238,"The Duke and I (Bridgertons, #1)",Julia Quinn,4.11,57839,2000.0,en-US
2239,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",4.12,39928,1985.0,eng
2241,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.1,41505,2002.0,eng
2243,The Good Neighbor,A.J. Banner,3.33,37604,2015.0,eng
2244,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",4.57,56122,2013.0,eng
2245,"The Enemy (Jack Reacher, #8)",Lee Child,4.15,42205,2004.0,en-US
2246,Flash Boys: A Wall Street Revolt,Michael   Lewis,4.12,18379,2014.0,eng
2247,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",4.01,41037,1997.0,en-US
2248,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",4.05,35799,2012.0,eng
2251,Still Missing,Chevy Stevens,3.96,44223,2010.0,en-US
2252,"'Tis (Frank McCourt, #2)",Frank McCourt,3.66,40726,1999.0,eng
2253,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.01,41815,2005.0,eng
2254,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,4.02,59545,2015.0,eng
2255,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.03,41102,1995.0,eng
2257,Who's Afraid of Virginia Woolf?,Edward Albee,4.09,45045,1962.0,eng
2258,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,4.2,36262,1993.0,eng
2259,Foucault's Pendulum,"Umberto Eco, William Weaver",3.89,40829,1988.0,en-US
2260,A Pocket for Corduroy,Don Freeman,4.29,47277,1978.0,en-US
2262,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.04,52071,2001.0,eng
2263,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4.23,35611,2009.0,eng
2264,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,3.92,52993,2011.0,eng
2265,"Lies (Gone, #3)",Michael  Grant,4.09,48506,2010.0,en-US
2267,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.23,64066,2011.0,eng
2268,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.91,49820,2003.0,en-US
2269,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,43964,1982.0,eng
2270,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,3.8,56113,2007.0,eng
2272,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",4.46,29944,2005.0,eng
2273,The Butterfly Garden (The Collector #1),Dot Hutchison,4.07,53568,2016.0,eng
2275,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.34,63734,2009.0,en-US
2276,"In Flight (Up in the Air, #1)",R.K. Lilley,4.1,64984,2012.0,eng
2277,"Cross (Alex Cross, #12)",James Patterson,3.99,42476,2006.0,eng
2278,"All-American Girl (All-American Girl, #1)",Meg Cabot,3.73,55938,2002.0,eng
2279,Neither Here nor There: Travels in Europe,Bill Bryson,3.88,42170,1991.0,en-US
2280,Boy Meets Boy,David Levithan,3.85,48960,2003.0,eng
2281,We Are Water,Wally Lamb,3.79,35457,2013.0,eng
2282,"Max (Maximum Ride, #5)",James Patterson,4.07,57039,2009.0,en-US
2283,"Halo (Halo, #1)",Alexandra Adornetto,3.67,56216,2010.0,en-US
2284,The Inheritance of Loss,Kiran Desai,3.41,37967,2006.0,eng
2285,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,4.17,45104,1986.0,en-GB
2286,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,37293,1774.0,eng
2287,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.31,65397,2008.0,en-US
2288,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,3.96,39298,2001.0,eng
2289,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,54512,1978.0,eng
2290,Eating Animals,Jonathan Safran Foer,4.18,43238,2009.0,eng
2291,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",3.99,54400,2006.0,en-US
2292,ساق البامبو,"سعود السنعوسي, Saud Alsanousi",4.25,38969,2012.0,ara
2293,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,3.81,57551,2011.0,en-US
2294,"Enclave (Razorland, #1)",Ann Aguirre,3.92,55155,2011.0,eng
2295,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",3.95,38151,1995.0,eng
2296,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,4.05,43531,1997.0,en-GB
2297,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",3.93,43276,1808.0,eng
2298,Lies My Teacher Told Me,James W. Loewen,3.96,37903,1995.0,eng
2300,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",4.18,46590,2008.0,en-US
2301,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.2,45578,2009.0,eng
2302,Scarlett,Alexandra Ripley,3.44,38992,1991.0,eng
2303,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.1,56782,1996.0,eng
